Product,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Producer,State,City,Zip Code,Source,Address,Local,Vendor,VendorAddress,True Amount,Amount in dz
Birds Eye Whole Grain Rice With Broccoli & Carrots 10 Oz,2.69,2.69,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,New Square Feltham England TW14 8,,
Del Monte Peas & Carrots 14.5 Oz,2.39,2.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, San Jose del Monte Central Luzon ,,
"Beneful Dog Food, With Real Chicken, Tomatoes, Carrots & Wild Rice, Small Dogs 3 Ea",2.99,2.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Birds Eye Broccoli Florets, Cauliflower & Carrots 1 Lb",2.49,3.29,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Michelinas Pasta, With White Chicken, Peas & Carrots 8 Oz",1.69,1.79,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Freshpet Dog Food, Chicken Recipe With Carrots & Cranberries, Bite Size, Small Dog 1 Lb",7.19,7.19,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Co. Potatoes, Little Yellows, Fresh 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
"The Little Potato Company Potatoes, Fresh Little Potatoes, Little Trios 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Company Potatoes, Fresh Creamer, Dynamic Duo 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Co. Fresh Potatoes, Little Reds 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
"The Little Potato Co. Potatoes, With Seasoning Pack, Savory Herb, Fresh 1 Lb",5.29,5.29,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Co. Potatoes, With Seasoning Pack, Garlic & Parsley, Fresh 1 Lb",5.29,5.29,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
"The Little Potato Co. Potatoes, With Seasoning Pack, Onion & Chive, Fresh 1 Lb",5.29,5.29,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
"The Little Potato Co. Potatoes, With Seasoning Pack, Roasted Garlic, Rosemary & Thyme, Fresh 1 Lb",5.29,5.29,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
Green Giant Fresh Selected Golden Potatoes,24.0,4.99,5,5 lbs,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,3024 E Independence Blvd Charlotte NC 28205,,
"Potatoes, Yukon Gold",3.89,3.89,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Potatoes,2.99,2.99,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Red Potatoes,24.0,4.99,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6613 Evers Rd San Antonio TX 78238,,
Russet Potato,1.59,1.59,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8550 Central Sands Rd Bancroft WI 54921,,
Best Choice Potato Russet,4.49,4.49,10,10 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Potatoes, Red",3.99,3.99,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6613 Evers Rd San Antonio TX 78238,,
Microwave Russet Potato,0.99,0.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Sweet Potato,1.49,1.49,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,2995 Dundas St W Toronto ON M6P 1Z4,,
Iceberg Lettuce,1.79,1.89,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,512 Pajaro St Salinas CA 93901,,
Green Leaf Lettuce,2.29,2.29,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6350 120 St #112 120th Street Surrey British Columbia V3X 3K1,,
Romaine Lettuce,2.29,2.29,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6920 E Fletcher Ave Tampa FL 33637,,
Red Leaf Lettuce,2.29,2.29,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,28-32 High Street West Bromwich England B70 6JT,,
Living Hydroponic Boston Lettuce,3.99,3.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,29 Stanhope St Boston MA 02116,,
Dole Shredded Lettuce 8 Oz,2.19,2.19,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8 Rue de Dole Besancon BFC 25000,,
"Dole Lettuce, Shredded, Value Size 16 Oz",3.99,3.99,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,16oz Rue de la Gare La Chapelle-Saint-Ursin CVL 18570,,
"Betty Crocker Pasta Salad, Bacon Lettuce & Tomato 7.3 Oz",3.79,3.79,0.45625,7.3 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Beatty Rd Crocker MO 65452,,
Polk Greens,1.99,1.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Roma Tomatoes,1.39,1.39,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, Roma Lazio ,,
Beefsteak Tomato,1.79,1.79,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Beefsteak Rd Kingston NF 2899,,
Campbell's® Tomato Soup 10.750 Oz,1.29,1.99,0.671875,10.75 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,750 Campbell Ave West Haven CT 06516-3714,,
Ro Tel Original Diced Tomatoes & Green Chilies 10 Oz,1.39,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Nature Sweet Cherubs Heavenly Salad Tomatoes 10 Oz,3.99,3.99,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,3041 Avenida Pablo Neruda Providencia 4ta Sección JAL 44630,,
Tomatoes On The Vine,1.49,2.49,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, Leeds and the Thousand Islands Ontario ,,
Best Choice Petite Diced Tomatoes,55.0,1.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Diced Tomato 14.5 Oz,55.0,1.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Diced Tomatoes Rsted Garlic & Onion,55.0,1.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Regular Red Tomato, Large",2.49,2.49,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Ro Tel Mild Diced Tomatoes & Green Chillies 10 Oz,1.39,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,   ,,
Best Choice Fancy Tomato Paste 6 Oz,1.19,1.29,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Always Save Tomato Juice 100 Pct 46 Oz,2.69,2.69,2.875,46 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Hunt's Tomato Paste 6 Oz,1.39,1.59,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Fancy Tomato Sauce 8 Oz,0.89,0.89,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Tomato Juice Can 100 Pct 46 Oz,1.99,3.29,2.875,46 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,   ,,
"Red Gold Tomatoes, Petite Diced 14.5 Oz",0.99,1.79,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,14 Gold Las Piñas NCR 1750,,
Red Gold Tomato Sauce 15 Oz,0.99,1.79,0.9375,15 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,1500 Tomato Country Way Elwood IN 46036,,
Hunt's Tomato Sauce 8 Oz,1.09,1.19,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8 Hunt Lane Doncaster ENG DN5 9SE,,
Best Choice Fancy Tomato Sauce,1.39,1.59,0.9375,15 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Red Sun Farms Cherry Tomatoes 9 Oz,3.99,3.99,0.5625,9 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,19133 26 Ave Surrey BC V3Z 3V7,,
"Hunt's Tomato Sauce, 100% Natural 15 Oz",1.79,1.99,0.9375,15 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,15 S 100 E Moab UT 84532,,
"Campbell's Soup, Tomato, Condensed 10.75 Oz",1.79,2.19,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,10 Lebuh Campbell George Town PNG 10100,,
"Classico Pasta Sauce, Tomato & Basil 24 Oz",3.79,4.99,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,358 Princeton Hightstown Rd Princeton Junction NJ 08550,,
Best Choice Superior Selections Iqf Sliced Strawberries 16 Oz,5.59,5.59,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,645 Lexington Ave New York NY 10022,,
Best Choice Iqf Strawberry Bag,5.29,5.29,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Always Save Frozen Whole Strawberries 16 Oz,2.99,2.99,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,153 2nd Ave New York NY 10003,,
Best Choice Sliced Strawberry,4.19,4.49,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Sliced Strawberry,6.49,6.49,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Superior Selections Frozen Whole Strawberries 48 Oz,9.99,10.99,3.0,48 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,645 Lexington Ave New York NY 10022,,
Clearly By Best Choice Organic Whole Strawberries 10 Oz,3.19,3.49,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Strawberries,25.0,3.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,1480 County Road 32 Crysler North Stormont Ontario K0A 1R0,,
Dole Raspberries 6 Oz,25.0,3.99,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6oz Rue de Dole Besancon BFC 25000,,
Whole White Mushrooms,1.79,2.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
White Sliced Mushrooms,2.89,2.89,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Baby Bella Sliced Mushrooms,3.79,3.79,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,9 St Helens Road Ormskirk England L39 4QJ,,
Whole Baby Bella Mushrooms,3.89,3.89,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,9 St Helens Road Ormskirk England L39 4QJ,,
Best Choice Mushroom Pieces & Stems 8 Oz,2.49,2.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Sliced Button Mushroom 4 Oz,2.29,2.29,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Mushroom Stems And Pieces 4 Oz,2.19,2.19,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Mushroom Button,2.29,2.29,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Whole White Mushrooms,4.99,4.99,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Green Giant Mushrooms, Pieces & Stems 4 Oz",2.79,2.79,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Spaghetti Sauce With Mushrooms 24 Oz,1.99,2.29,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Portabella Mushroom Caps,4.79,4.79,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,114 W State St Kennett Square PA 19348,,
Hormel Black Label Thick Cut Bacon,7.69,7.69,1.0,16 oz Packet,,,,,,Hyvee,,True,,,,
Hormel Black Label Fully Cooked Original Thick Cut Bacon,4.48,4.48,0.1575,2.52 oz,,,,,,Hyvee,,True,,,,
Applegate Naturals Uncured Sunday Bacon Hickory Smoked,6.99,6.99,0.5,8 oz,,,,,,Hyvee,,True,,,,
Hy-Vee Double Smoked Thick Sliced Bacon,4.99,4.99,1.0,16 oz,,,,,,Hyvee,,False,,,,
Applegate Naturals No Sugar Uncured Bacon Hickory Smoked,6.99,6.99,0.5,8 oz,,,,,,Hyvee,,True,,,,
Hy-Vee Sweet Smoked Bacon,4.99,4.99,1.0,16 oz Package,,,,,,Hyvee,,False,,,,
Hormel Black Label Original Bacon,7.69,7.69,1.0,16 oz Pack,,,,,,Hyvee,,True,,,,
Jimmy Dean Premium Hickory Smoked Bacon,2.99,5.99,0.75,12 oz Package,,,,,,Hyvee,,False,,Hickory Rd Premium KY 41845,,
"Farmland Bacon, Double Smoked, Double Thick Cut",5.99,5.99,0.75,12 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Center Cut Bacon,7.69,7.69,0.75,12 oz Pack,,,,,,Hyvee,,True,,,,
Hy-Vee Center Cut Bacon,4.99,4.99,0.75,12 oz,,,,,,Hyvee,,False,,8 New Cut Halesworth England IP19 8BY,,
Country Smokehouse Thick Applewood Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,, Rocky View County Alberta T2A,,
Hormel Black Label Original Bacon,4.79,4.99,0.75,12 oz Package,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Classic Cut Bacon,5.99,5.99,1.0,16 oz,,,,,,Hyvee,,True,,,,
Jimmy Dean Premium Applewood Smoked Bacon,2.99,5.99,0.75,12  oz,,,,,,Hyvee,,False,, Denver CO 80215,,
Farmland Naturally Hickory Smoked Thick Cut Bacon,5.99,5.99,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Original Bacon 4Pk,9.99,9.99,0.75,12 oz Box,,,,,,Hyvee,,True,,,,
Oscar Mayer Naturally Hardwood Smoked Bacon,6.99,6.99,1.0,16 oz,,,,,,Hyvee,,False,, Harwood MD ,,
"Oscar Mayer Original Center Cut Bacon, for a Low Carb Lifestyle",6.99,6.99,0.75,12 oz,,,,,,Hyvee,,False,,,,
Oscar Mayer Thick Cut Bacon,6.99,6.99,1.0,16 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Country Smokehouse Thick Hickory Smoked Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,,9 Llandudno Road Rhos-on-sea Wales LL28 4TR,,
Hickory Country Smoked Bacon,4.49,4.99,1.0,16 oz,,,,,,Hyvee,,False,, Hickory NC ,,
Hy-Vee Hickory House Applewood Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,55 St George's Road Harrogate England HG2 9BP,,
Hy-Vee Sweet Smoked Thick Sliced Bacon,4.99,4.99,1.0,16 oz,,,,,,Hyvee,,False,,,,
Hy-Vee Fully Cooked Hickory Smoked Bacon,3.89,3.89,0.1575,2.52 oz,,,,,,Hyvee,,False,,,,
Hormel Black Label Applewood Thick Cut Bacon,7.69,7.69,0.75,12 oz Tray,,,,,,Hyvee,,True,,,,
Farmland Naturally Applewood Smoked Classic Cut Bacon,5.99,5.99,1.0,16 oz,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Thick Cut Bacon Package,11.99,11.99,1.5,24 oz Zip Pak,,,,,,Hyvee,,True,,,,
Hy-Vee Lower Sodium Sweet Smoked Bacon,4.99,4.99,1.0,16 oz,,,,,,Hyvee,,False,,,,
Wright Naturally Hickory Smoked Bacon,12.49,12.49,1.5,24 oz,,,,,,Hyvee,,True,,Hickory Ave Oskaloosa IA 52577,,
"Hormel Bacon, Original, Uncured",7.69,7.69,0.75,12 oz Box,,,,,,Hyvee,,True,,,,
Jimmy Dean FC Hickory Bacon,5.99,6.49,0.1375,2.2 oz Package,,,,,,Hyvee,,False,,Jimmy Pl NE Hickory NC 28601,,
Smithfield Hometown Original Bacon,5.99,5.99,0.75,12 oz Package,,,,,,Hyvee,,False,, Hometown IL ,,
Farmland Naturally Hickory Smoked Lower Sodium Classic Cut Bacon,5.99,5.99,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Maple Bacon,7.69,7.69,0.75,12 oz Bag,,,,,,Hyvee,,True,,,,
Oscar Mayer Original Fully Cooked Bacon,4.99,6.99,0.1575,2.52 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Hy-Vee Hickory House Hickory Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,2450 N Center St Hickory NC 28601,,
Oscar Mayer Selects Smoked Uncured Bacon,7.48,7.48,0.75,12 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Jimmy Dean FC Applewood Smoked Bacon,5.99,6.49,0.1375,2.2 oz Package,,,,,,Hyvee,,False,, Denver CO 80215,,
Oscar Mayer Center Cut Thick Sliced Bacon,6.99,6.99,0.75,12 oz,,,,,,Hyvee,,False,,,,
Hormel Black Label Original Thick Cut Bacon,11.49,11.49,1.5,24 oz Bag,,,,,,Hyvee,,True,,,,
Wright Naturally Smoked Applewood Bacon,12.49,12.49,1.5,24 oz Package,,,,,,Hyvee,,False,,Applewood Dr Lakeside Park KY 41017,,
Smithfield Naturally Hickory Smoked Thick Cut Bacon,5.99,5.99,0.75,12 oz,,,,,,Hyvee,,False,,W Hickory St Smithfield IL 61477,,
Hy-Vee Hickory House Peppered Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,2450 N Center St Hickory NC 28601,,
Farmland Naturally Applewood Smoked Thick Cut Bacon,11.99,11.99,1.5,24 oz Zip Pak,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Extra Thick Cut Bacon,5.99,5.99,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Cherrywood Thick Cut Bacon,7.69,7.69,0.75,12 oz Blister Pack,,,,,,Hyvee,,True,,,,
Hy-Vee Blue Ribbon Maple Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,629 SW Highway Blue Springs MO 64014,,
Farmland Naturally Hickory Smoked 30% Less Fat Center Cut Bacon,5.99,5.99,0.75,12 oz,,,,,,Hyvee,,True,,,,
Bourbon & Brown Sugar Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,, Bourbon MO ,,
Hormel Natural ChoiceOriginal Thick Cut Uncured Bacon,11.49,11.49,1.25,20 oz Package,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Double Smoked Classic Cut Bacon,5.99,5.99,1.0,16 oz,,,,,,Hyvee,,True,,,,
Des Moines Bacon & Meat Company Hardwood Smoked Uncured Country Bacon,6.99,6.99,0.75,12 oz Package,,,,,,Hyvee,,True,,300 Walnut St Des Moines IA 50309,,
Hormel Black Label Jalapeno Thick Cut Bacon,7.99,7.99,0.75,12 oz Tray,,,,,,Hyvee,,True,,,,
Oscar Mayer Naturally Hardwood Smoked Thick Cut Applewood Bacon,6.99,6.99,1.0,16 oz,,,,,,Hyvee,,False,, Chapel Hill TN 37034,,
Des Moines Bacon & Meat Company Applewood Smoked Bacon,6.99,6.99,0.75,12 oz Package,,,,,,Hyvee,,True,,300 Walnut St Des Moines IA 50309,,
Oscar Mayer Natural Fully Cooked Uncured Bacon,7.49,7.49,0.1575,2.52 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Hy-Vee Grade A Large Eggs,3.79,3.79,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Grade A Large Eggs,4.99,4.99,,,,,,,,Hyvee,,False,,,18 ct,1.5
Farmers Hen House Free Range Organic Large Brown Grade A Eggs,5.99,5.99,,,,,,,,Hyvee,,False,,2A Crompton Way Fareham England PO15 5,12 ct Carton,1.0
That's Smart! Large Shell Eggs,2.95,2.95,,,,,,,,Hyvee,,False,,1051 Airway Blvd Livermore CA 94551,12 ct,1.0
Farmers Hen House Free Range Grade A Large Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,False,,2A Crompton Way Fareham England PO15 5,12 ct Carton,1.0
Hy-Vee Grade A Extra Large Eggs,5.49,5.49,,,,,,,,Hyvee,,False,,,18 ct Carton,1.5
Eggland's Best Classic Large White Eggs,5.98,5.98,,,,,,,,Hyvee,,False,,27-31 Upton Road Watford England WD18 0JF,18 ct,1.5
Eggland's Best Classic Large White Eggs,3.99,3.99,,,,,,,,Hyvee,,False,,27-31 Upton Road Watford England WD18 0JF,12 ct,1.0
Hy-Vee Free Range Large Brown Egg Grade A,3.99,3.99,,,,,,,,Hyvee,,False,,Free Way Porto Alegre RS ,12 ct,1.0
Hy-Vee Grade A Jumbo Eggs,4.19,4.19,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,5.98,5.98,,,,,,,,Hyvee,,False,, Egg Vorarlberg ,18 ct,1.5
Eggland's Best Cage Free Large Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,False,,Bramley Centre Bramley England LS13 2ET,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,3.99,3.99,,,,,,,,Hyvee,,False,, Egg Vorarlberg ,12 ct,1.0
Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,3.99,3.99,,,,,,,,Hyvee,,False,,3 Brown Punta Alta BA B8109,12 ct,1.0
Farmers Hen House Pasture Raised Organic Grade A Large Brown Eggs,6.99,6.99,,,,,,,,Hyvee,,False,, St. John Figtree Nevis ,12 ct Carton,1.0
Hy-Vee HealthMarket Organic Grade A Large Eggs,5.49,5.49,,,,,,,,Hyvee,,False,,1040 E Commerce Blvd Slinger WI 53086,12 ct,1.0
Eggland's Best Classic Extra Large White Eggs,4.29,4.29,,,,,,,,Hyvee,,False,,27-31 Upton Road Watford England WD18 0JF,12 ct,1.0
Hy-Vee Grade A Extra Large Eggs,3.99,3.99,,,,,,,,Hyvee,,False,,,12 ct,1.0
Eggland's Best Classic Extra Large White Eggs,6.39,6.39,,,,,,,,Hyvee,,False,,27-31 Upton Road Watford England WD18 0JF,18 ct,1.5
Hy-Vee One Step Pasture Raised Large Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,False,,500 Crossroads Dr SW Rochester MN 55902,1 dz,1.0
Farmers Hen House Jumbo Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,12 ct,1.0
"Nellie's Eggs, Brown, Free Range, Large",7.99,7.99,,,,,,,,Hyvee,,False,,,18 ct,1.5
Hy-Vee Grade A Medium Eggs,3.58,3.58,,,,,,,,Hyvee,,False,,,12 ct,1.0
"Pete & Gerry's Eggs, Organic, Brown, Free Range, Large",6.99,6.99,,,,,,,,Hyvee,,False,, St Petersburg FL ,12 ct,1.0
Eggland's Best 100% USDA Organic Certified Large Brown Eggs,6.79,6.79,,,,,,,,Hyvee,,False,,888 W Santa Ana Blvd Santa Ana CA 92701,12 ct,1.0
